DBA,BORO,BUILDING,STREET,ZIPCODE,INSPECTION DATE,VIOLATION DESCRIPTION,CRITICAL FLAG,INSPECTION TYPE
NO. 1 CHINESE FOOD,Brooklyn,420,DITMAS AVENUE,11218.0,2023-03-30,Hot TCS food item not held at or above 140 °F.,Critical,Cycle Inspection / Re-inspection
PANDA EXPRESS,Brooklyn,423,FULTON STREET,11201.0,2023-10-06,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,Cycle Inspection / Initial Inspection
PANDA EXPRESS,Brooklyn,423,FULTON STREET,11201.0,2023-10-06,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",Not Critical,Cycle Inspection / Initial Inspection
NEW GREAT WALL,Brooklyn,2932,AVENUE X,11235.0,2023-01-11,"Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.",Critical,Cycle Inspection / Re-inspection
HOT POT 828,Brooklyn,828,64 STREET,11220.0,2023-05-23,Contract with a pest management professional not in place. Record of extermination activities not kept on premises.,Not Critical,Cycle Inspection / Initial Inspection
DI DI RESTAURANT,Brooklyn,2318,NOSTRAND AVENUE,11210.0,2023-01-09,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Re-inspection
NEW FIRST COOK RESTAURANT,Brooklyn,2305,STILLWELL AVENUE,11223.0,2023-03-14,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area.  Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,Cycle Inspection / Re-inspection
NAN XIANG EXPRESS,Brooklyn,167,GRAND STREET,11249.0,2023-06-15,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,Pre-permit (Operational) / Initial Inspection
NO. 1 CHINESE FOOD,Brooklyn,420,DITMAS AVENUE,11218.0,2023-03-30,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,Cycle Inspection / Re-inspection
PANDA EXPRESS,Brooklyn,423,FULTON STREET,11201.0,2023-10-06,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,Cycle Inspection / Initial Inspection
MR. TONG,Brooklyn,2926,FORT HAMILTON PARKWAY,11218.0,2023-11-28,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,Cycle Inspection / Initial Inspection
HOT POT 828,Brooklyn,828,64 STREET,11220.0,2023-05-23,Live roaches in facility's food or non-food area.,Critical,Cycle Inspection / Initial Inspection
MR. TONG,Brooklyn,2926,FORT HAMILTON PARKWAY,11218.0,2023-11-28,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Cycle Inspection / Initial Inspection
KIM FAI,Brooklyn,1628,UTICA AVENUE,11234.0,2023-11-13,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,Pre-permit (Operational) / Initial Inspection
CHINA 1,Brooklyn,2851,86 STREET,11223.0,2023-03-14,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Cycle Inspection / Initial Inspection
MR. Q BBQ,Brooklyn,802,56 STREET,11220.0,2023-09-12,"Insufficient or no hot holding, cold storage or cold holding equipment provided to maintain Time/Temperature Control for Safety Foods (TCS) at required temperatures",Critical,Pre-permit (Operational) / Initial Inspection
GOLD BAMBOO GARDEN RESTAURANT,Brooklyn,6409,8 AVENUE,11220.0,2023-12-27,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,Cycle Inspection / Re-inspection
HOT POT 828,Brooklyn,828,64 STREET,11220.0,2023-05-23,"Tobacco or electronic cigarette use, eating, or drinking from open container in food preparation, food storage or dishwashing area.",Critical,Cycle Inspection / Initial Inspection
YUMI DELICACIES,Brooklyn,5902,FORT HAMILTON PARKWAY,11219.0,2023-08-28,Thawing procedure improper.,Not Critical,Cycle Inspection / Re-inspection
#1 GARDEN CHINESE RESTAURANT,Brooklyn,221,PROSPECT PARK WEST,11215.0,2023-02-09,Contract with a pest management professional not in place.  Record of extermination activities not kept on premises.,Not Critical,Cycle Inspection / Re-inspection
NAN XIANG EXPRESS,Brooklyn,167,GRAND STREET,11249.0,2023-06-15,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Pre-permit (Operational) / Initial Inspection
MR. Q BBQ,Brooklyn,802,56 STREET,11220.0,2023-09-12,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,Pre-permit (Operational) / Initial Inspection
MR. Q BBQ,Brooklyn,802,56 STREET,11220.0,2023-09-12,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours.",Critical,Pre-permit (Operational) / Initial Inspection
ORCHID TEA CAFE,Brooklyn,4618,8 AVENUE,11220.0,2023-05-02,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Pre-permit (Operational) / Initial Inspection
PANDA EXPRESS,Brooklyn,423,FULTON STREET,11201.0,2023-10-06,"Sewage disposal system is not provided, improper, inadequate or unapproved.",Critical,Cycle Inspection / Initial Inspection
HOT POT 828,Brooklyn,828,64 STREET,11220.0,2023-05-23,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,Cycle Inspection / Initial Inspection
CHINA 1,Brooklyn,2851,86 STREET,11223.0,2023-03-14,Contract with a pest management professional not in place.  Record of extermination activities not kept on premises.,Not Critical,Cycle Inspection / Initial Inspection
ORCHID TEA CAFE,Brooklyn,4618,8 AVENUE,11220.0,2023-05-02,Contract with a pest management professional not in place. Record of extermination activities not kept on premises.,Not Critical,Pre-permit (Operational) / Initial Inspection
HOT POT 828,Brooklyn,828,64 STREET,11220.0,2023-05-23,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,Cycle Inspection / Initial Inspection
MR. Q BBQ,Brooklyn,802,56 STREET,11220.0,2023-09-12,Thawing procedure improper.,Not Critical,Pre-permit (Operational) / Initial Inspection
XIANG ZHI RESTAURANT,Brooklyn,5322,7 AVENUE,11220.0,2023-01-11,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,Cycle Inspection / Re-inspection
NEW SIU'S KITCHEN,Brooklyn,4324,CHURCH AVENUE,11203.0,2023-01-17,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,Cycle Inspection / Initial Inspection
XIANG ZHI RESTAURANT,Brooklyn,5322,7 AVENUE,11220.0,2023-01-11,"Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,Cycle Inspection / Re-inspection
ORCHID TEA CAFE,Brooklyn,4618,8 AVENUE,11220.0,2023-05-02,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,Pre-permit (Operational) / Initial Inspection
NAN XIANG EXPRESS,Brooklyn,167,GRAND STREET,11249.0,2023-06-15,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,Pre-permit (Operational) / Initial Inspection
KIM FAI,Brooklyn,1628,UTICA AVENUE,11234.0,2023-11-13,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,Pre-permit (Operational) / Initial Inspection
NEW SIU'S KITCHEN,Brooklyn,4324,CHURCH AVENUE,11203.0,2023-01-17,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,Cycle Inspection / Initial Inspection
NEW GREAT WALL,Brooklyn,2932,AVENUE X,11235.0,2023-01-11,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2  hours, and from 70 °F to 41 °F or less within 4 additional hours.",Critical,Cycle Inspection / Re-inspection
MR. TONG,Brooklyn,2926,FORT HAMILTON PARKWAY,11218.0,2023-11-28,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection
#1 GARDEN CHINESE RESTAURANT,Brooklyn,221,PROSPECT PARK WEST,11215.0,2023-02-09,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required.  Jewelry is worn on hands or arms.  Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,Cycle Inspection / Re-inspection
DI DI RESTAURANT,Brooklyn,2318,NOSTRAND AVENUE,11210.0,2023-01-09,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Cycle Inspection / Re-inspection
#1 GARDEN CHINESE RESTAURANT,Brooklyn,221,PROSPECT PARK WEST,11215.0,2023-02-09,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Cycle Inspection / Re-inspection
DI DI RESTAURANT,Brooklyn,2318,NOSTRAND AVENUE,11210.0,2023-01-09,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,Cycle Inspection / Re-inspection
ORCHID TEA CAFE,Brooklyn,4618,8 AVENUE,11220.0,2023-05-02,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,Pre-permit (Operational) / Initial Inspection
MR. TONG,Brooklyn,2926,FORT HAMILTON PARKWAY,11218.0,2023-11-28,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,Cycle Inspection / Initial Inspection
XIANG ZHI RESTAURANT,Brooklyn,5322,7 AVENUE,11220.0,2023-01-11,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,Cycle Inspection / Re-inspection
SHUNDECK RESTAURANT,Brooklyn,2332,86 STREET,11214.0,2023-04-13,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Cycle Inspection / Initial Inspection
KIM FAI,Brooklyn,1628,UTICA AVENUE,11234.0,2023-11-13,Live roaches in facility's food or non-food area.,Critical,Pre-permit (Operational) / Initial Inspection
NEW MEI MEI CHINESE RESTAURANT,Brooklyn,3566,NOSTRAND AVENUE,11229.0,2023-10-05,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,Cycle Inspection / Compliance Inspection
GOLD BAMBOO GARDEN RESTAURANT,Brooklyn,6409,8 AVENUE,11220.0,2023-12-27,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,Cycle Inspection / Re-inspection
DI DI RESTAURANT,Brooklyn,2318,NOSTRAND AVENUE,11210.0,2023-01-09,"Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,Cycle Inspection / Re-inspection
NO. 1 CHINESE FOOD,Brooklyn,420,DITMAS AVENUE,11218.0,2023-03-30,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Cycle Inspection / Re-inspection
MR. Q BBQ,Brooklyn,802,56 STREET,11220.0,2023-09-12,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,Pre-permit (Operational) / Initial Inspection
XIANG ZHI RESTAURANT,Brooklyn,5322,7 AVENUE,11220.0,2023-01-11,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Re-inspection
NEW SIU'S KITCHEN,Brooklyn,4324,CHURCH AVENUE,11203.0,2023-01-17,"Single service article not provided.  Single service article reused or not protected from contamination when transported, stored, dispensed.  Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,Cycle Inspection / Initial Inspection
NEW GREAT WALL,Brooklyn,2932,AVENUE X,11235.0,2023-01-11,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,Cycle Inspection / Re-inspection
HOT POT 828,Brooklyn,828,64 STREET,11220.0,2023-05-23,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,Cycle Inspection / Initial Inspection
NEW SIU'S KITCHEN,Brooklyn,4324,CHURCH AVENUE,11203.0,2023-01-17,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,Cycle Inspection / Initial Inspection
NEW MEI MEI CHINESE RESTAURANT,Brooklyn,3566,NOSTRAND AVENUE,11229.0,2023-10-05,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,Cycle Inspection / Compliance Inspection
DI DI RESTAURANT,Brooklyn,2318,NOSTRAND AVENUE,11210.0,2023-01-09,Contract with a pest management professional not in place.  Record of extermination activities not kept on premises.,Not Critical,Cycle Inspection / Re-inspection
NEW GREAT WALL,Brooklyn,2932,AVENUE X,11235.0,2023-01-11,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,Cycle Inspection / Re-inspection
#1 GARDEN CHINESE RESTAURANT,Brooklyn,221,PROSPECT PARK WEST,11215.0,2023-02-09,Hot TCS food item not held at or above 140 °F.,Critical,Cycle Inspection / Re-inspection
KIM FAI,Brooklyn,1628,UTICA AVENUE,11234.0,2023-11-13,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,Pre-permit (Operational) / Initial Inspection
XIANG ZHI RESTAURANT,Brooklyn,5322,7 AVENUE,11220.0,2023-01-11,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Cycle Inspection / Re-inspection
SHUNDECK RESTAURANT,Brooklyn,2332,86 STREET,11214.0,2023-04-13,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,Cycle Inspection / Initial Inspection
YUMI DELICACIES,Brooklyn,5902,FORT HAMILTON PARKWAY,11219.0,2023-08-28,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Cycle Inspection / Re-inspection
HOT POT 828,Brooklyn,828,64 STREET,11220.0,2023-05-23,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,Cycle Inspection / Initial Inspection
GOLDEN BOWL RESTAURANT,Manhattan,51,DIVISION STREET,10002.0,2023-05-26,Hot TCS food item not held at or above 140 °F.,Critical,Cycle Inspection / Initial Inspection
MR. SUN,Manhattan,48,WEST   48 STREET,10036.0,2023-06-28,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,Cycle Inspection / Initial Inspection
LEGEND,Manhattan,127,WEST   72 STREET,10023.0,2023-02-23,Contract with a pest management professional not in place.  Record of extermination activities not kept on premises.,Not Critical,Cycle Inspection / Initial Inspection
LEGEND,Manhattan,127,WEST   72 STREET,10023.0,2023-02-23,"Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,Cycle Inspection / Initial Inspection
HAO NOODLE,Manhattan,343,WEST   14 STREET,10014.0,2023-01-10,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Cycle Inspection / Re-inspection
QUEEN BAKERY II,Manhattan,139,CENTRE STREET,10013.0,2023-07-31,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,Cycle Inspection / Initial Inspection
218 RESTAURANT,Manhattan,218220,GRAND STREET,,2023-09-27,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,Cycle Inspection / Re-inspection
BURP BOWL,Manhattan,134,EAST   27 STREET,10016.0,2023-07-25,"Tobacco or electronic cigarette use, eating, or drinking from open container in food preparation, food storage or dishwashing area.",Critical,Pre-permit (Operational) / Compliance Inspection
NB WING WONG,Manhattan,42,BOWERY,10013.0,2023-01-13,Live roaches in facility's food or non-food area.,Critical,Cycle Inspection / Re-inspection
SUN SAI GAI RESTAURANT,Manhattan,220,CANAL STREET,10013.0,2023-09-22,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,Cycle Inspection / Re-inspection
QUEEN BAKERY II,Manhattan,139,CENTRE STREET,10013.0,2023-07-31,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Cycle Inspection / Initial Inspection
TASTY HAND-PULLED NOODLES,Manhattan,1,DOYERS STREET,10013.0,2023-05-09,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,Pre-permit (Operational) / Initial Inspection
BURP BOWL,Manhattan,134,EAST   27 STREET,10016.0,2023-07-25,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,Pre-permit (Operational) / Compliance Inspection
CHEF TAN,Manhattan,37,SAINT MARKS PLACE,10003.0,2023-01-09,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Pre-permit (Operational) / Initial Inspection
OUR NEW PLACE,Manhattan,242,EAST   79 STREET,10075.0,2023-10-11,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,Pre-permit (Operational) / Compliance Inspection
BURP BOWL,Manhattan,134,EAST   27 STREET,10016.0,2023-07-25,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,Pre-permit (Operational) / Compliance Inspection
JOE'S HOME OF SOUP DUMPLINGS,Manhattan,12,EAST   49 STREET,10017.0,2023-09-13,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,Cycle Inspection / Re-inspection
GOLDEN BOWL RESTAURANT,Manhattan,51,DIVISION STREET,10002.0,2023-05-26,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,Cycle Inspection / Initial Inspection
BURP BOWL,Manhattan,134,EAST   27 STREET,10016.0,2023-07-25,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,Pre-permit (Operational) / Compliance Inspection
NB WING WONG,Manhattan,42,BOWERY,10013.0,2023-01-13,Hot TCS food item not held at or above 140 °F.,Critical,Cycle Inspection / Re-inspection
HAO NOODLE,Manhattan,343,WEST   14 STREET,10014.0,2023-01-10,"Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,Cycle Inspection / Re-inspection
LONG ISLAND DUMPLINGS,Manhattan,513,AVENUE OF THE AMERICAS,10011.0,2023-08-21,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,Pre-permit (Operational) / Re-inspection
YUM CHA CHINESE KITCHEN & BAR,Manhattan,228,THOMPSON STREET,10012.0,2023-06-01,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,Cycle Inspection / Initial Inspection
SONG BO YUAN,Manhattan,36,ELDRIDGE STREET,10002.0,2023-01-27,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Cycle Inspection / Re-inspection
OUR NEW PLACE,Manhattan,242,EAST   79 STREET,10075.0,2023-10-11,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Pre-permit (Operational) / Compliance Inspection
CHEF TAN,Manhattan,37,SAINT MARKS PLACE,10003.0,2023-01-09,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,Pre-permit (Operational) / Initial Inspection
TASTY DUMPLING,Manhattan,42,MULBERRY STREET,10013.0,2023-01-09,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Cycle Inspection / Initial Inspection
E-NOODLE,Manhattan,26,JEFFERSON STREET,10002.0,2023-09-08,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Pre-permit (Operational) / Reopening Inspection
BURP BOWL,Manhattan,134,EAST   27 STREET,10016.0,2023-07-25,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,Pre-permit (Operational) / Compliance Inspection
E-NOODLE,Manhattan,26,JEFFERSON STREET,10002.0,2023-09-05,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,Pre-permit (Operational) / Re-inspection
NB WING WONG,Manhattan,42,BOWERY,10013.0,2023-01-13,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,Cycle Inspection / Re-inspection
JOE'S HOME OF SOUP DUMPLINGS,Manhattan,12,EAST   49 STREET,10017.0,2023-09-13,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,Cycle Inspection / Re-inspection
HAO NOODLE,Manhattan,343,WEST   14 STREET,10014.0,2023-01-10,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,Cycle Inspection / Re-inspection
E-NOODLE,Manhattan,26,JEFFERSON STREET,10002.0,2023-09-08,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,Pre-permit (Operational) / Reopening Inspection
CHEF TAN,Manhattan,37,SAINT MARKS PLACE,10003.0,2023-01-09,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,Pre-permit (Operational) / Initial Inspection
GOLDEN BOWL RESTAURANT,Manhattan,51,DIVISION STREET,10002.0,2023-05-26,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,Cycle Inspection / Initial Inspection
LEGEND,Manhattan,127,WEST   72 STREET,10023.0,2023-02-23,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,Cycle Inspection / Initial Inspection
218 RESTAURANT,Manhattan,218220,GRAND STREET,,2023-09-27,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Cycle Inspection / Re-inspection
E-NOODLE,Manhattan,26,JEFFERSON STREET,10002.0,2023-09-05,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Pre-permit (Operational) / Re-inspection
CHEF TAN,Manhattan,37,SAINT MARKS PLACE,10003.0,2023-01-09,"Tobacco or electronic cigarette use, eating, or drinking from open container in food preparation, food storage or dishwashing area.",Critical,Pre-permit (Operational) / Initial Inspection
NB WING WONG,Manhattan,42,BOWERY,10013.0,2023-01-13,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Cycle Inspection / Re-inspection
SUN SAI GAI RESTAURANT,Manhattan,220,CANAL STREET,10013.0,2023-09-22,"Food contact surface, refillable, reusable containers, or equipment improperly constructed, placed or maintained. Unacceptable material used. Culinary sink or other acceptable method not provided for washing food.",Critical,Cycle Inspection / Re-inspection
CHEF TAN,Manhattan,37,SAINT MARKS PLACE,10003.0,2023-01-09,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,Pre-permit (Operational) / Initial Inspection
JOE'S HOME OF SOUP DUMPLINGS,Manhattan,12,EAST   49 STREET,10017.0,2023-09-13,Live roaches in facility's food or non-food area.,Critical,Cycle Inspection / Re-inspection
E-NOODLE,Manhattan,26,JEFFERSON STREET,10002.0,2023-09-05,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,Pre-permit (Operational) / Re-inspection
QUEEN BAKERY II,Manhattan,139,CENTRE STREET,10013.0,2023-07-31,Contract with a pest management professional not in place. Record of extermination activities not kept on premises.,Not Critical,Cycle Inspection / Initial Inspection
218 RESTAURANT,Manhattan,218220,GRAND STREET,,2023-09-27,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Re-inspection
YUM CHA CHINESE KITCHEN & BAR,Manhattan,228,THOMPSON STREET,10012.0,2023-06-01,Thawing procedure improper.,Not Critical,Cycle Inspection / Initial Inspection
JOE'S HOME OF SOUP DUMPLINGS,Manhattan,12,EAST   49 STREET,10017.0,2023-09-13,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,Cycle Inspection / Re-inspection
GOLDEN BOWL RESTAURANT,Manhattan,51,DIVISION STREET,10002.0,2023-05-26,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,Cycle Inspection / Initial Inspection
OUR NEW PLACE,Manhattan,242,EAST   79 STREET,10075.0,2023-10-11,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,Pre-permit (Operational) / Compliance Inspection
SONG BO YUAN,Manhattan,36,ELDRIDGE STREET,10002.0,2023-01-27,Live roaches in facility's food or non-food area.,Critical,Cycle Inspection / Re-inspection
GOLDEN BOWL RESTAURANT,Manhattan,51,DIVISION STREET,10002.0,2023-05-26,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection
TASTY DUMPLING,Manhattan,42,MULBERRY STREET,10013.0,2023-01-09,"Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,Cycle Inspection / Initial Inspection
SUN SAI GAI RESTAURANT,Manhattan,220,CANAL STREET,10013.0,2023-09-22,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,Cycle Inspection / Re-inspection
