DBA,BORO,BUILDING,STREET,ZIPCODE,INSPECTION DATE,VIOLATION DESCRIPTION,CRITICAL FLAG,INSPECTION TYPE
GOOD TASTE 666,Queens,4345,MAIN ST,11355.0,[Timestamp('2024-03-27 00:00:00')],"[""Live roaches in facility's food or non-food area."", ""Evidence of rats or live rats in establishment's food or non-food areas."", 'Food Protection Certificate (FPC) not held by manager or supervisor of food operations.', 'Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', 'Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.', 'Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.', 'Contract with a pest management professional not in place. Record of extermination activities not kept on premises.']","['Critical', 'Not Critical']",['Cycle Inspection / Initial Inspection']
GREAT FORTUNE,Queens,4645,KISSENA BLVD,11355.0,[Timestamp('2024-12-03 00:00:00')],"['Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.', 'Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', 'Hot TCS food item not held at or above 140 °F.', ""Evidence of rats or live rats in establishment's food or non-food areas."", ""Evidence of mice or live mice in establishment's food or non-food areas.""]","['Not Critical', 'Critical']",['Pre-permit (Operational) / Re-inspection']
GREAT WALL,Manhattan,800,WEST  181 STREET,10033.0,[Timestamp('2024-10-07 00:00:00')],"['Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', 'Contract with a pest management professional not in place. Record of extermination activities not kept on premises.', 'Hot TCS food item that has been cooked and cooled is being held for service without first being reheated to 165º F or above within 2 hours.', 'Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.', 'Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.', 'Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.', ""Evidence of mice or live mice in establishment's food or non-food areas."", 'Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.', 'Hot TCS food item not held at or above 140 °F.']","['Not Critical', 'Critical']",['Cycle Inspection / Initial Inspection']
HIBISCUS RESTAURANT EXPRESS,Queens,12402,ROCKAWAY BLVD,11420.0,[Timestamp('2024-01-31 00:00:00')],"['Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', ""Evidence of mice or live mice in establishment's food or non-food areas."", 'Contract with a pest management professional not in place. Record of extermination activities not kept on premises.', 'Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.', 'Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment']","['Not Critical', 'Critical']",['Cycle Inspection / Initial Inspection']
HO HO GARDEN,Queens,9306,LIBERTY AVE,11417.0,[Timestamp('2024-08-28 00:00:00')],"['Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', ""Evidence of mice or live mice in establishment's food or non-food areas.""]","['Critical', 'Not Critical']",['Cycle Inspection / Re-inspection']
JADE DRAGON,Manhattan,2037,1 AVENUE,10029.0,[Timestamp('2024-12-26 00:00:00')],"['Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', 'Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.', 'Hot TCS food item not held at or above 140 °F.', 'Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.', ""Evidence of rats or live rats in establishment's food or non-food areas."", 'Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.', 'Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.', ""Evidence of mice or live mice in establishment's food or non-food areas."", 'Thawing procedure improper.']","['Critical', 'Not Critical']",['Cycle Inspection / Initial Inspection']
JUICY KING CRAB EXPRESS,Queens,17937,HILLSIDE AVE,11432.0,[Timestamp('2024-12-04 00:00:00')],"['Contract with a pest management professional not in place. Record of extermination activities not kept on premises.', 'Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.', 'Hot TCS food item not held at or above 140 °F.', ""Evidence of rats or live rats in establishment's food or non-food areas."", 'Food Protection Certificate (FPC) not held by manager or supervisor of food operations.', 'Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.', 'Live animal other than fish in tank or service animal present in facility’s food or non-food area.', 'No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.', 'Thawing procedure improper.', 'Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.', 'Tobacco or electronic cigarette use, eating, or drinking from open container in food preparation, food storage or dishwashing area.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', 'Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.']","['Not Critical', 'Critical']",['Pre-permit (Operational) / Initial Inspection']
JUMBO HOUSE,Brooklyn,942,UTICA AVENUE,11203.0,[Timestamp('2024-05-22 00:00:00')],"['Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.', 'Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.', ""Evidence of mice or live mice in establishment's food or non-food areas."", 'Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.']","['Not Critical', 'Critical']",['Cycle Inspection / Initial Inspection']
KING WAH FUSION,Queens,2104,NEWTOWN AVE,11102.0,[Timestamp('2024-01-19 00:00:00')],"['Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', ""Live roaches in facility's food or non-food area."", 'Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.', ""Evidence of mice or live mice in establishment's food or non-food areas."", 'Hot TCS food item not held at or above 140 °F.', 'Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.', 'Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.']","['Not Critical', 'Critical']",['Pre-permit (Operational) / Re-inspection']
KING'S CHEF,Queens,15327,CROSS ISLAND PARKWAY,11357.0,[Timestamp('2024-06-06 00:00:00')],"['Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.', 'Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.', 'Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', 'Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.', ""Live roaches in facility's food or non-food area.""]","['Critical', 'Not Critical']",['Cycle Inspection / Initial Inspection']
KOWLOON CAFE,Brooklyn,2365,86 STREET,11214.0,"[Timestamp('2024-11-21 00:00:00'), Timestamp('2024-11-18 00:00:00')]","['Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.', 'Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', 'Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.', 'Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.', ""Evidence of mice or live mice in establishment's food or non-food areas."", ""Live roaches in facility's food or non-food area.""]","['Critical', 'Not Critical']","['Pre-permit (Operational) / Reopening Inspection', 'Pre-permit (Operational) / Compliance Inspection']"
LICHEE NUT,Brooklyn,162,MONTAGUE STREET,11201.0,[Timestamp('2024-10-27 00:00:00')],"['Food Protection Certificate (FPC) not held by manager or supervisor of food operations.', ""Live roaches in facility's food or non-food area."", 'Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.', 'Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.', 'Thawing procedure improper.', 'Contract with a pest management professional not in place. Record of extermination activities not kept on premises.', 'Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.', 'Hot TCS food item not held at or above 140 °F.', ""Evidence of mice or live mice in establishment's food or non-food areas."", 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', 'No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.', 'Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.', 'Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.']","['Critical', 'Not Critical']",['Cycle Inspection / Initial Inspection']
LIKE CAFE,Brooklyn,6205,18 AVENUE,11204.0,[Timestamp('2024-11-13 00:00:00')],"['Thawing procedure improper.', 'Food worker/food vendor does not use utensil or other barrier to eliminate bare hand contact with food that will not receive adequate additional heat treatment.', 'Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.', 'Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', ""Live roaches in facility's food or non-food area."", 'Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.', 'Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.', 'Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.', 'Hot TCS food item not held at or above 140 °F.']","['Not Critical', 'Critical']",['Cycle Inspection / Re-inspection']
LUCKY CHANCE,Brooklyn,395,REMSEN AVENUE,11212.0,[Timestamp('2024-12-17 00:00:00')],"[""Evidence of mice or live mice in establishment's food or non-food areas."", 'Hot TCS food item not held at or above 140 °F.', 'Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.', 'Contract with a pest management professional not in place. Record of extermination activities not kept on premises.', 'Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.']","['Critical', 'Not Critical']",['Cycle Inspection / Re-inspection']
MING KEE KITCHEN,Manhattan,237,GRAND ST STORE B,10002.0,[Timestamp('2024-10-17 00:00:00')],"['Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.', 'Live animal other than fish in tank or service animal present in facility’s food or non-food area.', 'Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', 'Hot TCS food item not held at or above 140 °F.', 'Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.', 'Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.', 'Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.', ""Live roaches in facility's food or non-food area."", 'Time/Temperature Control for Safety (TCS) food not cooked to required minimum internal temperature.   • Poultry, poultry parts, ground and comminuted poultry, all stuffing containing poultry, meats, fish or ratites to or above 165 °F for 15 seconds with no interruption of the cooking process   • Ground meat, and food containing ground and comminuted meat, to or above 158 °F for 15 seconds with no interruption of the cooking process, except per individual customer request  • Pork, any food containing pork to or above 150 °F for 15 seconds  • Mechanically tenderized or injected meats to or above 155 °F.  • Whole meat roasts and beef steak to or above required temperature and time except per individual customer request  • Raw animal foods cooked in microwave to or above165 °F, covered, rotated or stirred   • All other foods to or above 140 °F for 15 seconds; shell eggs to or above 145 °F for 15 seconds except per individual customer request.', 'Contract with a pest management professional not in place. Record of extermination activities not kept on premises.', 'No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.']","['Critical', 'Not Critical']",['Cycle Inspection / Initial Inspection']
NAN BEI HO,Queens,21222,48 AVENUE,11364.0,[Timestamp('2024-06-05 00:00:00')],"['Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', 'Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.', 'Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.', 'No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.', 'Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.', 'Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.', ""Live roaches in facility's food or non-food area."", 'Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.', ""Evidence of mice or live mice in establishment's food or non-food areas."", 'Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.', 'Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.', 'Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.', 'Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.']","['Not Critical', 'Critical']",['Cycle Inspection / Initial Inspection']
NEW 94TH EAST BROADWAY,Manhattan,94,EAST BROADWAY,10002.0,[Timestamp('2024-12-02 00:00:00')],"['Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', 'Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.', 'Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.', 'Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.', ""Evidence of mice or live mice in establishment's food or non-food areas."", 'Contract with a pest management professional not in place. Record of extermination activities not kept on premises.']","['Not Critical', 'Critical']",['Cycle Inspection / Initial Inspection']
NEW FLOWER CHINESE RESTAURANT,Bronx,4733,WHITE PLAINS ROAD,10470.0,[Timestamp('2024-07-25 00:00:00')],"['Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.', 'Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.', ""Live roaches in facility's food or non-food area."", ""Evidence of rats or live rats in establishment's food or non-food areas."", 'Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.', 'Contract with a pest management professional not in place. Record of extermination activities not kept on premises.', 'Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.', 'Insufficient or no hot holding, cold storage or cold holding equipment provided to maintain Time/Temperature Control for Safety Foods (TCS) at required temperatures', 'Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', 'Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.']","['Not Critical', 'Critical']",['Cycle Inspection / Initial Inspection']
NEW HUA XIA SEAFOOD RESTAURANT,Manhattan,11,DIVISION STREET,10002.0,"[Timestamp('2024-11-04 00:00:00'), Timestamp('2024-10-31 00:00:00')]","['Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', 'Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.', 'Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.', 'Wash hands sign not posted near or above hand washing sink.', ""Evidence of mice or live mice in establishment's food or non-food areas."", 'Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.', 'Thawing procedure improper.', 'Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.', 'No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.', 'Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.', 'Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.', 'Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.', 'Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.']","['Not Critical', 'Critical']","['Pre-permit (Operational) / Reopening Inspection', 'Pre-permit (Operational) / Initial Inspection']"
NEW IMPERIAL KITCHEN,Brooklyn,1120,FULTON STREET,11238.0,[Timestamp('2024-03-18 00:00:00')],"['Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.', ""Evidence of mice or live mice in establishment's food or non-food areas."", 'Contract with a pest management professional not in place. Record of extermination activities not kept on premises.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.']","['Critical', 'Not Critical']",['Cycle Inspection / Re-inspection']
NEW KING WOK RESTAURANT,Manhattan,2025,7 AVENUE,10027.0,[Timestamp('2024-05-08 00:00:00')],"['Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.', 'Contract with a pest management professional not in place. Record of extermination activities not kept on premises.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', ""Live roaches in facility's food or non-food area."", 'Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.', 'Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.']","['Not Critical', 'Critical']",['Cycle Inspection / Initial Inspection']
NEW NORTHERN MANOR,Queens,25113,NORTHERN BLVD,11362.0,[Timestamp('2024-10-24 00:00:00')],"[""Live roaches in facility's food or non-food area."", 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', 'Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.', 'Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.', 'Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.', ""Evidence of mice or live mice in establishment's food or non-food areas.""]","['Critical', 'Not Critical']",['Cycle Inspection / Initial Inspection']
NEW PEKING,Brooklyn,344,CLASSON AVENUE,11238.0,[Timestamp('2024-02-09 00:00:00')],"[""Live roaches in facility's food or non-food area."", 'Hot TCS food item not held at or above 140 °F.', 'Tobacco or electronic cigarette use, eating, or drinking from open container in food preparation, food storage or dishwashing area.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', 'Contract with a pest management professional not in place. Record of extermination activities not kept on premises.', 'Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.']","['Critical', 'Not Critical']",['Cycle Inspection / Initial Inspection']
NEW RED LANTERN,Brooklyn,5701,FORT HAMILTON PARKWAY,11219.0,[Timestamp('2024-12-09 00:00:00')],"['Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', 'Hot TCS food item not held at or above 140 °F.', 'Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.', 'Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.', 'Contract with a pest management professional not in place. Record of extermination activities not kept on premises.', ""Evidence of mice or live mice in establishment's food or non-food areas."", ""Live roaches in facility's food or non-food area.""]","['Not Critical', 'Critical']",['Cycle Inspection / Initial Inspection']
NO 1 LUCK SUNG RESTAURANT,Bronx,694,EAST  187 STREET,10458.0,[Timestamp('2024-01-30 00:00:00')],"[""Evidence of mice or live mice in establishment's food or non-food areas."", 'Hot TCS food item not held at or above 140 °F.', ""Live roaches in facility's food or non-food area."", 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', 'Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.', 'Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.', 'Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.']","['Critical', 'Not Critical']",['Cycle Inspection / Initial Inspection']
NO. 1 HALAL KITCHEN,Queens,18714,HILLSIDE AVE,11432.0,[Timestamp('2024-05-01 00:00:00')],"['Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.', 'Insufficient or no hot holding, cold storage or cold holding equipment provided to maintain Time/Temperature Control for Safety Foods (TCS) at required temperatures', 'Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.', 'Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.']","['Not Critical', 'Critical']",['Pre-permit (Operational) / Initial Inspection']
NY HAPPY FAMILY INC,Queens,13529,40TH ROAD,11354.0,[Timestamp('2024-08-01 00:00:00')],"['Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', 'Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.', 'Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.', 'Insufficient or no hot holding, cold storage or cold holding equipment provided to maintain Time/Temperature Control for Safety Foods (TCS) at required temperatures', 'Hot TCS food item not held at or above 140 °F.', ""Live roaches in facility's food or non-food area."", 'Thawing procedure improper.']","['Not Critical', 'Critical']",['Cycle Inspection / Initial Inspection']
