DBA,BORO,BUILDING,STREET,ZIPCODE,INSPECTION DATE,VIOLATION DESCRIPTION,CRITICAL FLAG,INSPECTION TYPE
HONG KONG EATS,Queens,4412,KISSENA BLVD,11355.0,2025-01-30,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,Cycle Inspection / Re-inspection
HUNDRED TASTE,Queens,4235,MAIN ST,11355.0,2025-03-13,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,Cycle Inspection / Initial Inspection
WENZHOU SEAFOOD NOODLES SOUP,Queens,40-33,MAIN STREET,11354.0,2025-02-20,No approved written standard operating procedure for avoiding contamination by refillable returnable containers.,Critical,Pre-permit (Operational) / Initial Inspection
CHAIRMAN SUN,Queens,4730,VERNON BLVD,11101.0,2025-03-18,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,Cycle Inspection / Initial Inspection
QM DESSERT LAB,Queens,13348,37TH AVE,11354.0,2025-03-12,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Pre-permit (Operational) / Re-inspection
HUNDRED TASTE,Queens,4235,MAIN ST,11355.0,2025-03-13,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,Cycle Inspection / Initial Inspection
QM DESSERT LAB,Queens,13348,37TH AVE,11354.0,2025-03-12,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,Pre-permit (Operational) / Re-inspection
WENZHOU SEAFOOD NOODLES SOUP,Queens,40-33,MAIN STREET,11354.0,2025-02-20,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,Pre-permit (Operational) / Initial Inspection
CHAIRMAN SUN,Queens,4730,VERNON BLVD,11101.0,2025-03-18,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,Cycle Inspection / Initial Inspection
CHAIRMAN SUN,Queens,4730,VERNON BLVD,11101.0,2025-03-18,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,Cycle Inspection / Initial Inspection
SHUN WANG RESTAURANT,Queens,8125,BROADWAY,11373.0,2025-03-13,Live roaches in facility's food or non-food area.,Critical,Cycle Inspection / Initial Inspection
HONG KONG EATS,Queens,4412,KISSENA BLVD,11355.0,2025-01-30,Hot TCS food item not held at or above 140 °F.,Critical,Cycle Inspection / Re-inspection
CHAIRMAN SUN,Queens,4730,VERNON BLVD,11101.0,2025-03-18,Hot TCS food item not held at or above 140 °F.,Critical,Cycle Inspection / Initial Inspection
SHUN WANG RESTAURANT,Queens,8125,BROADWAY,11373.0,2025-03-13,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Cycle Inspection / Initial Inspection
WENZHOU SEAFOOD NOODLES SOUP,Queens,40-33,MAIN STREET,11354.0,2025-02-20,"Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.",Critical,Pre-permit (Operational) / Initial Inspection
SHUN WANG RESTAURANT,Queens,8125,BROADWAY,11373.0,2025-03-13,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection
HONG KONG EATS,Queens,4412,KISSENA BLVD,11355.0,2025-01-30,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,Cycle Inspection / Re-inspection
QM DESSERT LAB,Queens,13348,37TH AVE,11354.0,2025-03-12,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,Pre-permit (Operational) / Re-inspection
HUNDRED TASTE,Queens,4235,MAIN ST,11355.0,2025-03-13,Hot TCS food item not held at or above 140 °F.,Critical,Cycle Inspection / Initial Inspection
CHAIRMAN SUN,Queens,4730,VERNON BLVD,11101.0,2025-03-18,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,Cycle Inspection / Initial Inspection
CHAIRMAN SUN,Queens,4730,VERNON BLVD,11101.0,2025-03-18,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,Cycle Inspection / Initial Inspection
HUNDRED TASTE,Queens,4235,MAIN ST,11355.0,2025-03-13,Live roaches in facility's food or non-food area.,Critical,Cycle Inspection / Initial Inspection
WENZHOU SEAFOOD NOODLES SOUP,Queens,40-33,MAIN STREET,11354.0,2025-02-20,Hot TCS food item not held at or above 140 °F.,Critical,Pre-permit (Operational) / Initial Inspection
QM DESSERT LAB,Queens,13348,37TH AVE,11354.0,2025-03-12,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,Pre-permit (Operational) / Re-inspection
QM DESSERT LAB,Queens,13348,37TH AVE,11354.0,2025-03-12,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,Pre-permit (Operational) / Re-inspection
WENZHOU SEAFOOD NOODLES SOUP,Queens,40-33,MAIN STREET,11354.0,2025-02-20,"Toilet facility not provided for employees or for patrons when required. Shared patron-employee toilet accessed through kitchen, food prep or storage area or utensil washing area.",Critical,Pre-permit (Operational) / Initial Inspection
WENZHOU SEAFOOD NOODLES SOUP,Queens,40-33,MAIN STREET,11354.0,2025-02-20,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,Pre-permit (Operational) / Initial Inspection
HUNDRED TASTE,Queens,4235,MAIN ST,11355.0,2025-03-13,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,Cycle Inspection / Initial Inspection
HONG KONG EATS,Queens,4412,KISSENA BLVD,11355.0,2025-01-30,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Cycle Inspection / Re-inspection
WENZHOU SEAFOOD NOODLES SOUP,Queens,40-33,MAIN STREET,11354.0,2025-02-20,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Pre-permit (Operational) / Initial Inspection
