DBA,BORO,BUILDING,STREET,ZIPCODE,INSPECTION DATE,VIOLATION DESCRIPTION,CRITICAL FLAG,INSPECTION TYPE
NEW CHINA HOUSE,Bronx,9,WEST  183 STREET,10453.0,[Timestamp('2022-06-06 00:00:00')],"['Food Protection Certificate not held by supervisor of food operations.', 'Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.', 'Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2  hours, and from 70º F to 41º F or less within 4 additional hours.', 'Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.', 'Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.', 'Food contact surface not properly maintained.', 'Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.', ""Live roaches present in facility's food and/or non-food areas.""]","['Critical', 'Not Critical']",['Cycle Inspection / Initial Inspection']
NEW GREAT WALL CHINESE RESTAURANT,Queens,69-13,WOODSIDE AVENUE,11377.0,[Timestamp('2022-01-27 00:00:00')],"['Single service item reused, improperly stored, dispensed; not used when required.', 'Food not protected from potential source of contamination during storage, preparation, transportation, display or service.', ""Evidence of mice or live mice present in facility's food and/or non-food areas."", 'Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.', 'Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.', 'Food contact surface not properly maintained.']","['Not Critical', 'Critical']",['Cycle Inspection / Re-inspection']
NEW GREEN DRAGON,Bronx,4111,EAST TREMONT AVENUE,10465.0,[Timestamp('2022-11-09 00:00:00')],"['Hot TCS food item not held at or above 140 °F.', 'Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.', 'Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required.  Jewelry is worn on hands or arms.  Fingernail polish worn or fingernails not kept clean and trimmed.', 'Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.', 'Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', ""Live roaches in facility's food or non-food area."", ""Evidence of mice or live mice in establishment's food or non-food areas.""]","['Critical', 'Not Critical']",['Cycle Inspection / Initial Inspection']
NEW KING'S FOOD RESTAURANT,Brooklyn,127,MALCOLM X BOULEVARD,11221.0,[Timestamp('2022-01-18 00:00:00')],"['Food not protected from potential source of contamination during storage, preparation, transportation, display or service.', 'Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.', ""Evidence of mice or live mice present in facility's food and/or non-food areas."", 'Hot food item not held at or above 140º F.', 'Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.']","['Critical', 'Not Critical']",['Cycle Inspection / Initial Inspection']
NEW MING GARDEN,Queens,10428,ROOSEVELT AVENUE,11368.0,[Timestamp('2022-08-10 00:00:00')],"[""Evidence of mice or live mice in establishment's food or non-food areas."", 'Pesticide not properly labeled or used by unlicensed individual.  Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.', 'Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.', 'Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.', ""Live roaches in facility's food or non-food area."", ""Evidence of rats or live rats in establishment's food or non-food areas."", 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.']","['Critical', 'Not Critical']",['Cycle Inspection / Initial Inspection']
NEW MULAN,Queens,13617,39TH AVE,11354.0,[Timestamp('2022-07-07 00:00:00')],"['Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.', 'Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.', ""Live roaches in facility's food or non-food area."", 'Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', 'Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.']","['Critical', 'Not Critical']",['Cycle Inspection / Initial Inspection']
NEW PEKING,Brooklyn,344,CLASSON AVENUE,11238.0,[Timestamp('2022-06-08 00:00:00')],"[""Evidence of rats or live rats present in facility's food and/or non-food areas."", 'Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.', 'Food contact surface not properly maintained.', 'Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.', 'Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.', ""Live roaches present in facility's food and/or non-food areas."", ""Evidence of mice or live mice present in facility's food and/or non-food areas."", 'Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.', 'Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.', 'Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.']","['Critical', 'Not Critical']",['Cycle Inspection / Initial Inspection']
NEW RED LANTERN,Brooklyn,5701,FORT HAMILTON PARKWAY,11219.0,[Timestamp('2022-11-15 00:00:00')],"['No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area.  Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', ""Live roaches in facility's food or non-food area."", 'Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.', 'Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.', 'Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.', 'Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required.  Jewelry is worn on hands or arms.  Fingernail polish worn or fingernails not kept clean and trimmed.', 'Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.']","['Critical', 'Not Critical']",['Cycle Inspection / Compliance Inspection']
NEW SHANGHAI TAN RESTAURANT,Queens,13520,40TH RD,11354.0,[Timestamp('2022-06-21 00:00:00')],"[""Evidence of rats or live rats present in facility's food and/or non-food areas."", 'Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.', 'Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.', 'Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.', ""Live roaches present in facility's food and/or non-food areas."", 'Food not protected from potential source of contamination during storage, preparation, transportation, display or service.', 'Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.', 'Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.']","['Critical', 'Not Critical']",['Cycle Inspection / Initial Inspection']
NEW YORK NOODLE KING,Queens,133-35,ROOSEVELT AVENUE,11354.0,[Timestamp('2022-08-10 00:00:00')],"['Pesticide not properly labeled or used by unlicensed individual.  Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', ""Live roaches in facility's food or non-food area."", 'Design, construction, materials used or maintenance of food contact surface improper.  Surface not easily cleanable, sanitized and maintained.', 'Contract with a pest management professional not in place.  Record of extermination activities not kept on premises.', 'Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.']","['Not Critical', 'Critical']",['Cycle Inspection / Initial Inspection']
NICE CHINATOWN,Brooklyn,1411,FOSTER AVENUE,11230.0,[Timestamp('2022-06-17 00:00:00')],"['Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.', 'Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.', 'Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.', 'Hot food item not held at or above 140º F.', 'Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.', 'Wiping cloths soiled or not stored in sanitizing solution.', 'Failure to comply with an Order of the Board of Health, Commissioner, or Department.', 'Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.', ""Evidence of mice or live mice present in facility's food and/or non-food areas.""]","['Not Critical', 'Critical']","['Pre-permit (Operational) / Initial Inspection', 'Administrative Miscellaneous / Initial Inspection']"
NO 1 LUCK SUNG RESTAURANT,Bronx,694,EAST  187 STREET,10458.0,[Timestamp('2022-03-03 00:00:00')],"['Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.', 'Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.', ""Evidence of mice or live mice present in facility's food and/or non-food areas."", 'Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.']","['Critical', 'Not Critical']",['Cycle Inspection / Re-inspection']
NO. 1 KITCHEN,Bronx,839,PROSPECT AVENUE,10459.0,[Timestamp('2022-01-19 00:00:00')],"['Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.', 'Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.', ""Evidence of mice or live mice present in facility's food and/or non-food areas.""]","['Critical', 'Not Critical']",['Cycle Inspection / Initial Inspection']
PANDA RESTAURANT,Bronx,3218,3 AVENUE,10451.0,[Timestamp('2022-06-14 00:00:00')],"['Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.', ""Evidence of mice or live mice present in facility's food and/or non-food areas."", 'Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.', 'Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.', 'Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.', 'Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.', 'Hot food item not held at or above 140º F.', 'Food not protected from potential source of contamination during storage, preparation, transportation, display or service.', 'Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.']","['Critical', 'Not Critical']",['Cycle Inspection / Initial Inspection']
QINGDAO,Queens,4046,MAIN ST,11354.0,[Timestamp('2022-07-20 00:00:00')],"['Hot TCS food item not held at or above 140 °F.', 'Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required.  Jewelry is worn on hands or arms.  Fingernail polish worn or fingernails not kept clean and trimmed.', ""Evidence of mice or live mice in establishment's food or non-food areas."", 'Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.', 'Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', 'Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.', 'Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.', 'Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.']","['Critical', 'Not Critical']",['Cycle Inspection / Initial Inspection']
QUEENS SEAFOOD RESTAURANT,Queens,8222,45TH AVE,11373.0,[Timestamp('2022-09-15 00:00:00')],"['Hot TCS food item not held at or above 140 °F.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', 'Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.', ""Live roaches in facility's food or non-food area."", 'Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.', 'Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required.  Jewelry is worn on hands or arms.  Fingernail polish worn or fingernails not kept clean and trimmed.', 'Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.', 'Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.', ""Evidence of rats or live rats in establishment's food or non-food areas.""]","['Critical', 'Not Critical']",['Cycle Inspection / Initial Inspection']
ROYAL QUEEN/THE REAL KTV,Queens,13620,ROOSEVELT AVE,11354.0,[Timestamp('2022-09-28 00:00:00')],"[""Evidence of rats or live rats in establishment's food or non-food areas."", 'Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.', 'Food worker/food vendor does not use utensil or other barrier to eliminate bare hand contact with food that will not receive adequate additional heat treatment.', ""Live roaches in facility's food or non-food area."", 'Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.']",['Critical'],['Cycle Inspection / Re-inspection']
ROYAL SEAFOOD CAFE,Manhattan,103,MOTT STREET,10013.0,[Timestamp('2022-09-28 00:00:00')],"['Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.', 'Hot TCS food item not held at or above 140 °F.', 'Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.', 'Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.', ""Evidence of mice or live mice in establishment's food or non-food areas."", 'Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.', 'Shellfish not from approved source, not or improperly tagged/labeled; tags not retained for 90 days.', 'Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment', 'Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.', 'Dishwashing and ware washing:  Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.', 'Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.', ""Evidence of rats or live rats in establishment's food or non-food areas."", ""Live roaches in facility's food or non-food area."", 'Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', 'Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.']","['Not Critical', 'Critical']",['Cycle Inspection / Initial Inspection']
SUN WAH CHINESE RESTAURANT OF NY,Queens,3016,36 AVENUE,11106.0,[Timestamp('2022-04-21 00:00:00')],"['Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.', 'Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.', ""Evidence of mice or live mice present in facility's food and/or non-food areas."", 'Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.', ""Evidence of rats or live rats present in facility's food and/or non-food areas.""]","['Not Critical', 'Critical']",['Cycle Inspection / Initial Inspection']
SWEET GARDEN CHINESE TAKEOUT RESTAURANT,Queens,7922,PARSONS BLVD,11366.0,[Timestamp('2022-08-17 00:00:00')],"['Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.', 'Hot TCS food item not held at or above 140 °F.', 'Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.', 'Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', 'Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.', ""Evidence of mice or live mice in establishment's food or non-food areas."", 'Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.', 'Design, construction, materials used or maintenance of food contact surface improper.  Surface not easily cleanable, sanitized and maintained.', 'No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area.  Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.']","['Critical', 'Not Critical']",['Cycle Inspection / Initial Inspection']
SZE'S GARDEN,Queens,201,CYPRESS AVENUE,11385.0,[Timestamp('2022-07-13 00:00:00')],"['Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.', 'Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', 'Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.', ""Evidence of mice or live mice in establishment's food or non-food areas."", 'Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.', 'Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required.  Jewelry is worn on hands or arms.  Fingernail polish worn or fingernails not kept clean and trimmed.', 'Pesticide not properly labeled or used by unlicensed individual.  Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.', 'Contract with a pest management professional not in place.  Record of extermination activities not kept on premises.', ""Live roaches in facility's food or non-food area."", 'Hot TCS food item not held at or above 140 °F.']","['Critical', 'Not Critical']",['Cycle Inspection / Initial Inspection']
TASTE OF CHINA,Brooklyn,430,4 AVENUE,11215.0,[Timestamp('2022-03-28 00:00:00')],"['Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.', 'Thawing procedures improper.', 'Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.', ""Evidence of mice or live mice present in facility's food and/or non-food areas."", 'Hot food item not held at or above 140º F.', 'Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.']","['Not Critical', 'Critical']",['Cycle Inspection / Initial Inspection']
TERIYAKI MONSTER,Queens,4354,162ND ST,11358.0,[Timestamp('2022-11-22 00:00:00')],"[""Evidence of mice or live mice in establishment's food or non-food areas."", 'Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.', 'Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', 'Contract with a pest management professional not in place.  Record of extermination activities not kept on premises.', 'Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.']","['Critical', 'Not Critical']",['Cycle Inspection / Re-inspection']
TING FAI CUISINE,Brooklyn,1962,86 STREET,11214.0,[Timestamp('2022-09-29 00:00:00')],"['Design, construction, materials used or maintenance of food contact surface improper.  Surface not easily cleanable, sanitized and maintained.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', 'Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.', ""Live roaches in facility's food or non-food area."", 'Contract with a pest management professional not in place.  Record of extermination activities not kept on premises.', 'Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.', 'Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.', 'Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.']","['Not Critical', 'Critical']",['Cycle Inspection / Re-inspection']
TIPSY SHANGHAI,Manhattan,342,7 AVENUE,10001.0,[Timestamp('2022-06-15 00:00:00')],"['Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.', 'Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.', 'Food not protected from potential source of contamination during storage, preparation, transportation, display or service.', ""Live roaches present in facility's food and/or non-food areas."", 'Single service item reused, improperly stored, dispensed; not used when required.', ""Evidence of mice or live mice present in facility's food and/or non-food areas."", 'Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.', 'Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.', 'Proper sanitization not provided for utensil ware washing operation.', 'Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.', 'Food Protection Certificate not held by supervisor of food operations.']","['Critical', 'Not Critical']",['Cycle Inspection / Initial Inspection']
TWINS DUMPLING KING,Brooklyn,151,AVENUE U,11223.0,[Timestamp('2022-09-19 00:00:00')],"['Hot TCS food item not held at or above 140 °F.', 'Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.', 'Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.', ""Evidence of mice or live mice in establishment's food or non-food areas."", 'Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.', 'Tobacco or electronic cigarette use, eating, or drinking from open container in food preparation, food storage or dishwashing area.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', 'Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.']","['Critical', 'Not Critical']",['Cycle Inspection / Re-inspection']
ULUH,Manhattan,152,2 AVENUE,10003.0,[Timestamp('2022-09-07 00:00:00')],"['Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.', ""Evidence of mice or live mice in establishment's food or non-food areas."", 'Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.', 'Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', 'Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.']","['Not Critical', 'Critical']",['Cycle Inspection / Initial Inspection']
WU'S WONTON KING,Manhattan,165,EAST BROADWAY,10002.0,[Timestamp('2022-09-13 00:00:00')],"['Pesticide not properly labeled or used by unlicensed individual.  Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.', ""Evidence of mice or live mice in establishment's food or non-food areas."", 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', 'Contract with a pest management professional not in place.  Record of extermination activities not kept on premises.', 'Hot TCS food item not held at or above 140 °F.', 'Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.', 'Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.', ""Live roaches in facility's food or non-food area.""]","['Not Critical', 'Critical']",['Cycle Inspection / Re-inspection']
XO TASTE,Manhattan,41,ELIZABETH STREET,10013.0,[Timestamp('2022-09-08 00:00:00')],"['Hot TCS food item not held at or above 140 °F.', 'Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.', 'Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.', ""Live roaches in facility's food or non-food area."", 'Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.', ""Evidence of rats or live rats in establishment's food or non-food areas."", 'Pesticide not properly labeled or used by unlicensed individual.  Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.']","['Critical', 'Not Critical']",['Cycle Inspection / Re-inspection']
