DBA,BORO,BUILDING,STREET,ZIPCODE,INSPECTION DATE,VIOLATION DESCRIPTION,CRITICAL FLAG,INSPECTION TYPE
YUN NAN FLAVOUR GARDEN,Brooklyn,5121,8 AVENUE,11220.0,2022-08-30,"Insufficient or no hot holding, cold storage or cold holding equipment provided to maintain Time/Temperature Control for Safety Foods (TCS) at required temperatures",Critical,Cycle Inspection / Re-inspection
JING JIANG SEAFOOD RESTAURANT,Brooklyn,4619,8 AVENUE,11220.0,2022-08-23,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,Cycle Inspection / Initial Inspection
NEW PEKING,Brooklyn,344,CLASSON AVENUE,11238.0,2022-06-08,Live roaches present in facility's food and/or non-food areas.,Critical,Cycle Inspection / Initial Inspection
JING JIANG SEAFOOD RESTAURANT,Brooklyn,4619,8 AVENUE,11220.0,2022-08-23,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,Cycle Inspection / Initial Inspection
TWINS DUMPLING KING,Brooklyn,151,AVENUE U,11223.0,2022-09-19,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Re-inspection
TWINS DUMPLING KING,Brooklyn,151,AVENUE U,11223.0,2022-09-19,"Tobacco or electronic cigarette use, eating, or drinking from open container in food preparation, food storage or dishwashing area.",Critical,Cycle Inspection / Re-inspection
HAPPY HOUSE SEAFOOD RESTAURANT,Brooklyn,5014-16,8TH AVE,11220.0,2022-05-11,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,Cycle Inspection / Initial Inspection
NICE CHINATOWN,Brooklyn,1411,FOSTER AVENUE,11230.0,2022-06-17,"Failure to comply with an Order of the Board of Health, Commissioner, or Department.",Not Critical,Administrative Miscellaneous / Initial Inspection
TWINS DUMPLING KING,Brooklyn,151,AVENUE U,11223.0,2022-09-19,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Cycle Inspection / Re-inspection
HAPPY HOUSE SEAFOOD RESTAURANT,Brooklyn,5014-16,8TH AVE,11220.0,2022-05-11,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,Cycle Inspection / Initial Inspection
YANG NO 1 CHINESE ASIAN RESTAURANT,Brooklyn,109,SOUTH PORTLAND AVENUE,11217.0,2022-07-25,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,Pre-permit (Operational) / Initial Inspection
TWINS DUMPLING KING,Brooklyn,151,AVENUE U,11223.0,2022-09-19,"Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,Cycle Inspection / Re-inspection
HAPPY HOUSE SEAFOOD RESTAURANT,Brooklyn,5014-16,8TH AVE,11220.0,2022-05-11,Live roaches present in facility's food and/or non-food areas.,Critical,Cycle Inspection / Initial Inspection
HAPPY HOUSE,Brooklyn,1,SUTTER AVENUE,11212.0,2022-09-21,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Re-inspection
NICE CHINATOWN,Brooklyn,1411,FOSTER AVENUE,11230.0,2022-06-17,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,Pre-permit (Operational) / Initial Inspection
JING JIANG SEAFOOD RESTAURANT,Brooklyn,4619,8 AVENUE,11220.0,2022-08-23,"Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,Cycle Inspection / Initial Inspection
NEW KING'S FOOD RESTAURANT,Brooklyn,127,MALCOLM X BOULEVARD,11221.0,2022-01-18,Hot food item not held at or above 140º F.,Critical,Cycle Inspection / Initial Inspection
A FEI CHINESE RESTAURANT,Brooklyn,553,THROOP AVENUE,11216.0,2022-02-16,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,Cycle Inspection / Initial Inspection
YANG NO 1 CHINESE ASIAN RESTAURANT,Brooklyn,109,SOUTH PORTLAND AVENUE,11217.0,2022-07-25,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Pre-permit (Operational) / Initial Inspection
NEW KING'S FOOD RESTAURANT,Brooklyn,127,MALCOLM X BOULEVARD,11221.0,2022-01-18,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,Cycle Inspection / Initial Inspection
NEW PEKING,Brooklyn,344,CLASSON AVENUE,11238.0,2022-06-08,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,Cycle Inspection / Initial Inspection
TING FAI CUISINE,Brooklyn,1962,86 STREET,11214.0,2022-09-29,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Re-inspection
HAPPY GARDEN,Brooklyn,370,UTICA AVENUE,11213.0,2022-09-27,"Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,Cycle Inspection / Re-inspection
NICE CHINATOWN,Brooklyn,1411,FOSTER AVENUE,11230.0,2022-06-17,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,Pre-permit (Operational) / Initial Inspection
JING JIANG SEAFOOD RESTAURANT,Brooklyn,4619,8 AVENUE,11220.0,2022-08-23,"Design, construction, materials used or maintenance of food contact surface improper.  Surface not easily cleanable, sanitized and maintained.",Not Critical,Cycle Inspection / Initial Inspection
TING FAI CUISINE,Brooklyn,1962,86 STREET,11214.0,2022-09-29,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,Cycle Inspection / Re-inspection
HOMETOWN CUISINE,Brooklyn,5017,8 AVENUE,11220.0,2022-11-22,"Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,Cycle Inspection / Re-inspection
YUN NAN FLAVOUR GARDEN,Brooklyn,5121,8 AVENUE,11220.0,2022-08-30,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,Cycle Inspection / Re-inspection
NEW RED LANTERN,Brooklyn,5701,FORT HAMILTON PARKWAY,11219.0,2022-11-15,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required.  Jewelry is worn on hands or arms.  Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,Cycle Inspection / Compliance Inspection
HAPPY HOUSE,Brooklyn,1,SUTTER AVENUE,11212.0,2022-09-21,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Cycle Inspection / Re-inspection
NEW PEKING,Brooklyn,344,CLASSON AVENUE,11238.0,2022-06-08,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection
YANG NO 1 CHINESE ASIAN RESTAURANT,Brooklyn,109,SOUTH PORTLAND AVENUE,11217.0,2022-07-28,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,Pre-permit (Operational) / Reopening Inspection
NEW PEKING,Brooklyn,344,CLASSON AVENUE,11238.0,2022-06-08,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,Cycle Inspection / Initial Inspection
HOMETOWN CUISINE,Brooklyn,5017,8 AVENUE,11220.0,2022-11-22,"Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.",Not Critical,Cycle Inspection / Re-inspection
TASTE OF CHINA,Brooklyn,430,4 AVENUE,11215.0,2022-03-28,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,Cycle Inspection / Initial Inspection
YUN NAN FLAVOUR GARDEN,Brooklyn,5121,8 AVENUE,11220.0,2022-08-30,Live roaches in facility's food or non-food area.,Critical,Cycle Inspection / Re-inspection
NEW RED LANTERN,Brooklyn,5701,FORT HAMILTON PARKWAY,11219.0,2022-11-15,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,Cycle Inspection / Compliance Inspection
NEW PEKING,Brooklyn,344,CLASSON AVENUE,11238.0,2022-06-08,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,Cycle Inspection / Initial Inspection
YUN NAN FLAVOUR GARDEN,Brooklyn,5121,8 AVENUE,11220.0,2022-08-30,Hot TCS food item not held at or above 140 °F.,Critical,Cycle Inspection / Re-inspection
TING FAI CUISINE,Brooklyn,1962,86 STREET,11214.0,2022-09-29,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,Cycle Inspection / Re-inspection
FAMOUS SICHUAN,Manhattan,10,PELL STREET,10013.0,2022-09-27,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,Cycle Inspection / Re-inspection
MANGO MANGO DESSERT,Manhattan,63A,BAYARD STREET,10013.0,2022-05-12,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,Cycle Inspection / Initial Inspection
HOP KEE RESTAURANT,Manhattan,21,MOTT STREET,10013.0,2022-09-14,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,Cycle Inspection / Re-inspection
HOP KEE RESTAURANT,Manhattan,21,MOTT STREET,10013.0,2022-09-14,"Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,Cycle Inspection / Re-inspection
HOP KEE RESTAURANT,Manhattan,21,MOTT STREET,10013.0,2022-09-14,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Cycle Inspection / Re-inspection
XO TASTE,Manhattan,41,ELIZABETH STREET,10013.0,2022-09-08,Hot TCS food item not held at or above 140 °F.,Critical,Cycle Inspection / Re-inspection
TIPSY SHANGHAI,Manhattan,342,7 AVENUE,10001.0,2022-06-15,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,Cycle Inspection / Initial Inspection
CAROL'S BUN,Manhattan,139,EAST BROADWAY,10002.0,2022-04-11,Hot food item not held at or above 140º F.,Critical,Cycle Inspection / Re-inspection
TIPSY SHANGHAI,Manhattan,342,7 AVENUE,10001.0,2022-06-15,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection
ULUH,Manhattan,152,2 AVENUE,10003.0,2022-09-07,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,Cycle Inspection / Initial Inspection
ROYAL SEAFOOD CAFE,Manhattan,103,MOTT STREET,10013.0,2022-09-28,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,Cycle Inspection / Initial Inspection
ANPANMAN BAKERY CAFE,Manhattan,83,CANAL STREET,10002.0,2022-06-08,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,Cycle Inspection / Initial Inspection
JUNZI KITCHEN,Manhattan,2896,BROADWAY,10025.0,2022-06-16,Food Protection Certificate not held by supervisor of food operations.,Critical,Cycle Inspection / Initial Inspection
BING & NOODLES BY CHOW HOUSE,Manhattan,240,SULLIVAN STREET,10012.0,2022-07-06,Contract with a pest management professional not in place.  Record of extermination activities not kept on premises.,Not Critical,Pre-permit (Operational) / Re-inspection
DUMPLING MAN,Manhattan,100,SAINT MARKS PLACE,10009.0,2022-02-02,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,Cycle Inspection / Re-inspection
HOP KEE RESTAURANT,Manhattan,21,MOTT STREET,10013.0,2022-09-14,Live roaches in facility's food or non-food area.,Critical,Cycle Inspection / Re-inspection
TIPSY SHANGHAI,Manhattan,342,7 AVENUE,10001.0,2022-06-15,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,Cycle Inspection / Initial Inspection
ULUH,Manhattan,152,2 AVENUE,10003.0,2022-09-07,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,Cycle Inspection / Initial Inspection
DELUXE GREEN BO,Manhattan,66,BAYARD STREET,10013.0,2022-07-25,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,Cycle Inspection / Re-inspection
BROOKLYN DUMPLING SHOP,Manhattan,131,1 AVENUE,10003.0,2022-10-25,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Cycle Inspection / Initial Inspection
YUM CHA CHINESE KITCHEN & BAR,Manhattan,228,THOMPSON STREET,10012.0,2022-06-01,Wiping cloths soiled or not stored in sanitizing solution.,Critical,Cycle Inspection / Initial Inspection
WU'S WONTON KING,Manhattan,165,EAST BROADWAY,10002.0,2022-09-13,"Pesticide not properly labeled or used by unlicensed individual.  Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,Cycle Inspection / Re-inspection
JUNZI KITCHEN,Manhattan,2896,BROADWAY,10025.0,2022-06-16,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,Cycle Inspection / Initial Inspection
ROYAL SEAFOOD CAFE,Manhattan,103,MOTT STREET,10013.0,2022-09-28,Hot TCS food item not held at or above 140 °F.,Critical,Cycle Inspection / Initial Inspection
TIPSY SHANGHAI,Manhattan,342,7 AVENUE,10001.0,2022-06-15,Live roaches present in facility's food and/or non-food areas.,Critical,Cycle Inspection / Initial Inspection
HWA YUAN SZECHUAN,Manhattan,42,EAST BROADWAY,10002.0,2022-08-09,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,Cycle Inspection / Initial Inspection
GOLDEN BOWL RESTAURANT,Manhattan,51,DIVISION STREET,10002.0,2022-06-09,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,Cycle Inspection / Initial Inspection
YUM CHA CHINESE KITCHEN & BAR,Manhattan,228,THOMPSON STREET,10012.0,2022-06-01,Live roaches present in facility's food and/or non-food areas.,Critical,Cycle Inspection / Initial Inspection
HWA YUAN SZECHUAN,Manhattan,42,EAST BROADWAY,10002.0,2022-08-09,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,Cycle Inspection / Initial Inspection
FAMOUS SICHUAN,Manhattan,10,PELL STREET,10013.0,2022-09-27,"Tobacco or electronic cigarette use, eating, or drinking from open container in food preparation, food storage or dishwashing area.",Critical,Cycle Inspection / Re-inspection
ROYAL SEAFOOD CAFE,Manhattan,103,MOTT STREET,10013.0,2022-09-28,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,Cycle Inspection / Initial Inspection
DELUXE GREEN BO,Manhattan,66,BAYARD STREET,10013.0,2022-07-25,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,Cycle Inspection / Re-inspection
XO TASTE,Manhattan,41,ELIZABETH STREET,10013.0,2022-09-08,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,Cycle Inspection / Re-inspection
BROOKLYN DUMPLING SHOP,Manhattan,131,1 AVENUE,10003.0,2022-10-25,"Single service article not provided.  Single service article reused or not protected from contamination when transported, stored, dispensed.  Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,Cycle Inspection / Initial Inspection
ANPANMAN BAKERY CAFE,Manhattan,83,CANAL STREET,10002.0,2022-06-08,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection
CAROL'S BUN,Manhattan,139,EAST BROADWAY,10002.0,2022-04-11,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,Cycle Inspection / Re-inspection
ULUH,Manhattan,152,2 AVENUE,10003.0,2022-09-07,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,Cycle Inspection / Initial Inspection
DELICIOUS CHINESE RESTAURANT,Manhattan,1974A,2 AVENUE,10029.0,2022-05-03,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,Cycle Inspection / Initial Inspection
DELUXE GREEN BO,Manhattan,66,BAYARD STREET,10013.0,2022-07-25,Hot TCS food item not held at or above 140 °F.,Critical,Cycle Inspection / Re-inspection
ROYAL SEAFOOD CAFE,Manhattan,103,MOTT STREET,10013.0,2022-09-28,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,Cycle Inspection / Initial Inspection
FAMOUS SICHUAN,Manhattan,10,PELL STREET,10013.0,2022-09-27,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,Cycle Inspection / Re-inspection
TIPSY SHANGHAI,Manhattan,342,7 AVENUE,10001.0,2022-06-15,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,Cycle Inspection / Initial Inspection
DUMPLING MAN,Manhattan,100,SAINT MARKS PLACE,10009.0,2022-02-02,Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.,Critical,Cycle Inspection / Re-inspection
XO TASTE,Manhattan,41,ELIZABETH STREET,10013.0,2022-09-08,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Re-inspection
MANGO MANGO DESSERT,Manhattan,63A,BAYARD STREET,10013.0,2022-05-12,Live roaches present in facility's food and/or non-food areas.,Critical,Cycle Inspection / Initial Inspection
GOLDEN BOWL RESTAURANT,Manhattan,51,DIVISION STREET,10002.0,2022-06-09,Food contact surface not properly maintained.,Not Critical,Cycle Inspection / Initial Inspection
DELICIOUS CHINESE RESTAURANT,Manhattan,1974A,2 AVENUE,10029.0,2022-05-03,Live roaches present in facility's food and/or non-food areas.,Critical,Cycle Inspection / Initial Inspection
ROYAL SEAFOOD CAFE,Manhattan,103,MOTT STREET,10013.0,2022-09-28,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,Cycle Inspection / Initial Inspection
FAMOUS SICHUAN,Manhattan,10,PELL STREET,10013.0,2022-09-27,"Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,Cycle Inspection / Re-inspection
WU'S WONTON KING,Manhattan,165,EAST BROADWAY,10002.0,2022-09-13,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,Cycle Inspection / Re-inspection
TIPSY SHANGHAI,Manhattan,342,7 AVENUE,10001.0,2022-06-15,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,Cycle Inspection / Initial Inspection
BING & NOODLES BY CHOW HOUSE,Manhattan,240,SULLIVAN STREET,10012.0,2022-07-06,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Pre-permit (Operational) / Re-inspection
TIPSY SHANGHAI,Manhattan,342,7 AVENUE,10001.0,2022-06-15,Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.,Critical,Cycle Inspection / Initial Inspection
HWA YUAN SZECHUAN,Manhattan,42,EAST BROADWAY,10002.0,2022-08-09,Live roaches in facility's food or non-food area.,Critical,Cycle Inspection / Initial Inspection
ROYAL SEAFOOD CAFE,Manhattan,103,MOTT STREET,10013.0,2022-09-28,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,Cycle Inspection / Initial Inspection
BROOKLYN DUMPLING SHOP,Manhattan,131,1 AVENUE,10003.0,2022-10-25,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection
TIPSY SHANGHAI,Manhattan,342,7 AVENUE,10001.0,2022-06-15,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,Cycle Inspection / Initial Inspection
BING & NOODLES BY CHOW HOUSE,Manhattan,240,SULLIVAN STREET,10012.0,2022-07-06,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2  hours, and from 70 °F to 41 °F or less within 4 additional hours.",Critical,Pre-permit (Operational) / Re-inspection
ROYAL SEAFOOD CAFE,Manhattan,103,MOTT STREET,10013.0,2022-09-28,"Shellfish not from approved source, not or improperly tagged/labeled; tags not retained for 90 days.",Critical,Cycle Inspection / Initial Inspection
DELICIOUS CHINESE RESTAURANT,Manhattan,1974A,2 AVENUE,10029.0,2022-05-03,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,Cycle Inspection / Initial Inspection
ROYAL SEAFOOD CAFE,Manhattan,103,MOTT STREET,10013.0,2022-09-28,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",Not Critical,Cycle Inspection / Initial Inspection
BROOKLYN DUMPLING SHOP,Manhattan,131,1 AVENUE,10003.0,2022-10-25,"Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.",Critical,Cycle Inspection / Initial Inspection
MANGO MANGO DESSERT,Manhattan,63A,BAYARD STREET,10013.0,2022-05-12,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,Cycle Inspection / Initial Inspection
DELUXE GREEN BO,Manhattan,66,BAYARD STREET,10013.0,2022-07-25,"Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,Cycle Inspection / Re-inspection
ANPANMAN BAKERY CAFE,Manhattan,83,CANAL STREET,10002.0,2022-06-08,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,Cycle Inspection / Initial Inspection
MANGO MANGO DESSERT,Manhattan,63A,BAYARD STREET,10013.0,2022-05-12,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,Cycle Inspection / Initial Inspection
YUM CHA CHINESE KITCHEN & BAR,Manhattan,228,THOMPSON STREET,10012.0,2022-06-01,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection
CAROL'S BUN,Manhattan,139,EAST BROADWAY,10002.0,2022-04-11,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,Cycle Inspection / Re-inspection
XO TASTE,Manhattan,41,ELIZABETH STREET,10013.0,2022-09-08,Live roaches in facility's food or non-food area.,Critical,Cycle Inspection / Re-inspection
FAMOUS SICHUAN,Manhattan,10,PELL STREET,10013.0,2022-09-27,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,Cycle Inspection / Re-inspection
BROOKLYN DUMPLING SHOP,Manhattan,131,1 AVENUE,10003.0,2022-10-25,"Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,Cycle Inspection / Initial Inspection
ANPANMAN BAKERY CAFE,Manhattan,83,CANAL STREET,10002.0,2022-06-08,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,Cycle Inspection / Initial Inspection
ULUH,Manhattan,152,2 AVENUE,10003.0,2022-09-07,"Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,Cycle Inspection / Initial Inspection
ROYAL SEAFOOD CAFE,Manhattan,103,MOTT STREET,10013.0,2022-09-28,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,Cycle Inspection / Initial Inspection
BROOKLYN DUMPLING SHOP,Manhattan,131,1 AVENUE,10003.0,2022-10-25,Contract with a pest management professional not in place.  Record of extermination activities not kept on premises.,Not Critical,Cycle Inspection / Initial Inspection
BING & NOODLES BY CHOW HOUSE,Manhattan,240,SULLIVAN STREET,10012.0,2022-07-06,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,Pre-permit (Operational) / Re-inspection
ROYAL SEAFOOD CAFE,Manhattan,103,MOTT STREET,10013.0,2022-09-28,"Dishwashing and ware washing:  Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,Cycle Inspection / Initial Inspection
YUM CHA CHINESE KITCHEN & BAR,Manhattan,228,THOMPSON STREET,10012.0,2022-06-01,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,Cycle Inspection / Initial Inspection
ROYAL SEAFOOD CAFE,Manhattan,103,MOTT STREET,10013.0,2022-09-28,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection
DUMPLING MAN,Manhattan,100,SAINT MARKS PLACE,10009.0,2022-02-02,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,Cycle Inspection / Re-inspection
MANGO MANGO DESSERT,Manhattan,63A,BAYARD STREET,10013.0,2022-05-12,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,Cycle Inspection / Initial Inspection
CAROL'S BUN,Manhattan,139,EAST BROADWAY,10002.0,2022-04-11,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,Cycle Inspection / Re-inspection
YUM CHA CHINESE KITCHEN & BAR,Manhattan,228,THOMPSON STREET,10012.0,2022-06-01,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,Cycle Inspection / Initial Inspection
FAMOUS SICHUAN,Manhattan,10,PELL STREET,10013.0,2022-09-27,Hot TCS food item not held at or above 140 °F.,Critical,Cycle Inspection / Re-inspection
