DBA,BORO,BUILDING,STREET,ZIPCODE,INSPECTION DATE,VIOLATION DESCRIPTION,CRITICAL FLAG,INSPECTION TYPE
NEW FIRST COOK RESTAURANT,Brooklyn,2305,STILLWELL AVENUE,11223.0,[Timestamp('2023-03-14 00:00:00')],"['Contract with a pest management professional not in place.  Record of extermination activities not kept on premises.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', 'Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container.  Condiments not in single-service containers or dispensed directly by the vendor.', ""Evidence of mice or live mice in establishment's food or non-food areas."", 'No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area.  Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.']","['Not Critical', 'Critical']",['Cycle Inspection / Re-inspection']
NEW GARDEN,Bronx,1535,WESTCHESTER AVENUE,10472.0,[Timestamp('2023-07-11 00:00:00')],"[""Evidence of mice or live mice in establishment's food or non-food areas."", 'Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.', 'Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.', 'Hot TCS food item not held at or above 140 °F.', 'Contract with a pest management professional not in place. Record of extermination activities not kept on premises.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', ""Live roaches in facility's food or non-food area."", ""Evidence of rats or live rats in establishment's food or non-food areas."", 'Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.', 'No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.', 'Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.']","['Critical', 'Not Critical']",['Cycle Inspection / Initial Inspection']
NEW GRAND BUFFET/THE MIGHTY CRAB,Queens,3445,48TH ST,11101.0,"[Timestamp('2023-07-18 00:00:00'), Timestamp('2023-07-14 00:00:00'), Timestamp('2023-07-10 00:00:00')]","['Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.', 'Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', 'Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.', 'Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.', ""Evidence of mice or live mice in establishment's food or non-food areas."", 'Hot TCS food item not held at or above 140 °F.', 'Contract with a pest management professional not in place. Record of extermination activities not kept on premises.', ""Live roaches in facility's food or non-food area."", 'Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.', 'Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.', 'Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.', 'Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.']","['Not Critical', 'Critical']","['Pre-permit (Operational) / Reopening Inspection', 'Pre-permit (Operational) / Initial Inspection']"
NEW GREAT WALL,Brooklyn,2932,AVENUE X,11235.0,[Timestamp('2023-01-11 00:00:00')],"['Hot TCS food item not held at or above 140 °F.', 'Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required.  Jewelry is worn on hands or arms.  Fingernail polish worn or fingernails not kept clean and trimmed.', 'Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.', 'After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2  hours, and from 70 °F to 41 °F or less within 4 additional hours.', 'Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.', 'Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.']",['Critical'],['Cycle Inspection / Re-inspection']
NEW KAM SHENG,Bronx,454,WEST  238 STREET,10463.0,[Timestamp('2023-04-17 00:00:00')],"['Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.', 'Hot TCS food item not held at or above 140 °F.', 'Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required.  Jewelry worn on hands or arms.  Fingernail polish worn or fingernails not kept clean and trimmed.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', 'Contract with a pest management professional not in place.  Record of extermination activities not kept on premises.', 'Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.', ""Evidence of mice or live mice in establishment's food or non-food areas."", 'Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.']","['Not Critical', 'Critical']",['Cycle Inspection / Re-inspection']
NEW MEI MEI CHINESE RESTAURANT,Brooklyn,3566,NOSTRAND AVENUE,11229.0,[Timestamp('2023-10-05 00:00:00')],"['Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', ""Evidence of mice or live mice in establishment's food or non-food areas."", 'Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.']","['Critical', 'Not Critical']",['Cycle Inspection / Compliance Inspection']
NEW ORIENTAL HOUSE,Bronx,565,EAST  184 STREET,10458.0,[Timestamp('2023-10-10 00:00:00')],"['Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.', 'Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.', ""Live roaches in facility's food or non-food area."", ""Evidence of mice or live mice in establishment's food or non-food areas."", 'Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.', 'Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.', 'After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours.', ""Evidence of rats or live rats in establishment's food or non-food areas."", 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.']","['Critical', 'Not Critical']",['Cycle Inspection / Re-inspection']
NEW RAINBOW RESTAURANT,Bronx,3906,WHITE PLAINS ROAD,10466.0,[Timestamp('2023-04-25 00:00:00')],"['Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', 'Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.', ""Evidence of mice or live mice in establishment's food or non-food areas."", 'Contract with a pest management professional not in place. Record of extermination activities not kept on premises.', 'Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.']","['Critical', 'Not Critical']",['Cycle Inspection / Re-inspection']
NEW SHANGHAI TAN RESTAURANT,Queens,13520,40TH RD,11354.0,[Timestamp('2023-06-20 00:00:00')],"['Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.', 'Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', 'Hot TCS food item not held at or above 140 °F.', ""Live roaches in facility's food or non-food area."", 'Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.', 'Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.']","['Not Critical', 'Critical']",['Cycle Inspection / Initial Inspection']
NEW SIU'S KITCHEN,Brooklyn,4324,CHURCH AVENUE,11203.0,[Timestamp('2023-01-17 00:00:00')],"['Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', 'Hot TCS food item not held at or above 140 °F.', 'Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.', 'Mechanical or natural ventilation not provided, inadequate, improperly installed, in disrepair or fails to prevent and control excessive build-up of grease, heat, steam condensation, vapors, odors, smoke or fumes.', 'Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.', 'Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.', 'Single service article not provided.  Single service article reused or not protected from contamination when transported, stored, dispensed.  Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.', ""Evidence of mice or live mice in establishment's food or non-food areas.""]","['Not Critical', 'Critical']",['Cycle Inspection / Initial Inspection']
NEW TASTE OF CHINA,Queens,8026,BAXTER AVE,11373.0,[Timestamp('2023-06-06 00:00:00')],"['Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.', ""Evidence of mice or live mice in establishment's food or non-food areas."", 'Contract with a pest management professional not in place. Record of extermination activities not kept on premises.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', 'Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.', 'Hot TCS food item not held at or above 140 °F.', 'Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.']","['Not Critical', 'Critical']",['Cycle Inspection / Initial Inspection']
NO. 1 CHINESE FOOD,Brooklyn,420,DITMAS AVENUE,11218.0,[Timestamp('2023-03-30 00:00:00')],"['After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2  hours, and from 70 °F to 41 °F or less within 4 additional hours.', 'Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container.  Condiments not in single-service containers or dispensed directly by the vendor.', ""Evidence of mice or live mice in establishment's food or non-food areas."", 'Hot TCS food item not held at or above 140 °F.', 'Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.']","['Critical', 'Not Critical']",['Cycle Inspection / Re-inspection']
NORTHERN WANGMANDOO DUMPLING,Queens,14944,NORTHERN BLVD,11354.0,[Timestamp('2023-06-21 00:00:00')],"['Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', ""Evidence of mice or live mice in establishment's food or non-food areas."", 'Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.', 'Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.', 'Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.', ""Live roaches in facility's food or non-food area."", 'Hot TCS food item not held at or above 140 °F.']","['Critical', 'Not Critical']",['Cycle Inspection / Initial Inspection']
ORCHID TEA CAFE,Brooklyn,4618,8 AVENUE,11220.0,[Timestamp('2023-05-02 00:00:00')],"['Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.', ""Evidence of rats or live rats in establishment's food or non-food areas."", ""Evidence of mice or live mice in establishment's food or non-food areas."", 'Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.', 'No approved written standard operating procedure for avoiding contamination by refillable returnable containers.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', 'Contract with a pest management professional not in place. Record of extermination activities not kept on premises.', 'Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.', 'Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.']","['Critical', 'Not Critical']",['Pre-permit (Operational) / Initial Inspection']
OUR NEW PLACE,Manhattan,242,EAST   79 STREET,10075.0,[Timestamp('2023-10-11 00:00:00')],"['Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', ""Evidence of rats or live rats in establishment's food or non-food areas."", 'Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.', 'Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.', 'Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.', ""Live roaches in facility's food or non-food area."", 'Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.', 'Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.']","['Not Critical', 'Critical']",['Pre-permit (Operational) / Compliance Inspection']
PANDA EXPRESS,Brooklyn,423,FULTON STREET,11201.0,[Timestamp('2023-10-06 00:00:00')],"['Food preparation area, food storage area, or other area used by employees or patrons, contaminated by sewage or liquid waste.', 'Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.', 'Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.', 'Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.', 'Sewage disposal system is not provided, improper, inadequate or unapproved.']","['Critical', 'Not Critical']",['Cycle Inspection / Initial Inspection']
PEKING TASTE & THAI,Staten Island,2343,RICHMOND AVENUE,10314.0,[Timestamp('2023-12-04 00:00:00')],"['Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', 'Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.', 'Contract with a pest management professional not in place. Record of extermination activities not kept on premises.', ""Evidence of mice or live mice in establishment's food or non-food areas."", 'Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.']","['Not Critical', 'Critical']",['Cycle Inspection / Initial Inspection']
QUEEN BAKERY II,Manhattan,139,CENTRE STREET,10013.0,[Timestamp('2023-07-31 00:00:00')],"['Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', 'Contract with a pest management professional not in place. Record of extermination activities not kept on premises.', ""Live roaches in facility's food or non-food area."", 'Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.']","['Critical', 'Not Critical']",['Cycle Inspection / Initial Inspection']
SAGAR CHINESE,Queens,252-05,UNION TURNPIKE,11426.0,[Timestamp('2023-03-29 00:00:00')],"['Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.', 'Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.', ""Evidence of rats or live rats in establishment's food or non-food areas."", 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', ""Live roaches in facility's food or non-food area."", 'Pesticide not properly labeled or used by unlicensed individual.  Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.', 'Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.']","['Critical', 'Not Critical']",['Cycle Inspection / Initial Inspection']
SHUNDECK RESTAURANT,Brooklyn,2332,86 STREET,11214.0,[Timestamp('2023-04-13 00:00:00')],"['Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.', ""Evidence of mice or live mice in establishment's food or non-food areas."", 'Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required.  Jewelry worn on hands or arms.  Fingernail polish worn or fingernails not kept clean and trimmed.', 'Hot TCS food item not held at or above 140 °F.', 'Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', 'Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.']","['Critical', 'Not Critical']",['Cycle Inspection / Initial Inspection']
SONG BO YUAN,Manhattan,36,ELDRIDGE STREET,10002.0,[Timestamp('2023-01-27 00:00:00')],"['Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', ""Live roaches in facility's food or non-food area."", 'Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.', ""Evidence of mice or live mice in establishment's food or non-food areas."", 'Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.']","['Not Critical', 'Critical']",['Cycle Inspection / Re-inspection']
SUN SAI GAI RESTAURANT,Manhattan,220,CANAL STREET,10013.0,[Timestamp('2023-09-22 00:00:00')],"['Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.', 'Food contact surface, refillable, reusable containers, or equipment improperly constructed, placed or maintained. Unacceptable material used. Culinary sink or other acceptable method not provided for washing food.', 'Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.', 'Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', ""Evidence of rats or live rats in establishment's food or non-food areas."", 'Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.', 'Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.']","['Critical', 'Not Critical']",['Cycle Inspection / Re-inspection']
SWEET WONTON HOUSE,Queens,25325,NORTHERN BLVD,11362.0,[Timestamp('2023-02-28 00:00:00')],"['Contract with a pest management professional not in place.  Record of extermination activities not kept on premises.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', 'Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.', 'Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.', 'Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.', ""Evidence of mice or live mice in establishment's food or non-food areas.""]","['Not Critical', 'Critical']",['Cycle Inspection / Re-inspection']
TASTY DUMPLING,Manhattan,42,MULBERRY STREET,10013.0,[Timestamp('2023-01-09 00:00:00')],"['Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', 'Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.', 'Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required.  Jewelry is worn on hands or arms.  Fingernail polish worn or fingernails not kept clean and trimmed.', ""Evidence of mice or live mice in establishment's food or non-food areas.""]","['Not Critical', 'Critical']",['Cycle Inspection / Initial Inspection']
TASTY HAND-PULLED NOODLES,Manhattan,1,DOYERS STREET,10013.0,[Timestamp('2023-05-09 00:00:00')],"['Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.', 'Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.', ""Live roaches in facility's food or non-food area."", 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', ""Evidence of rats or live rats in establishment's food or non-food areas."", 'Wash hands sign not posted near or above hand washing sink.', 'Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.']","['Not Critical', 'Critical']",['Pre-permit (Operational) / Initial Inspection']
XIANG ZHI RESTAURANT,Brooklyn,5322,7 AVENUE,11220.0,[Timestamp('2023-01-11 00:00:00')],"[""Evidence of mice or live mice in establishment's food or non-food areas."", 'Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.', 'Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.', 'Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.']","['Critical', 'Not Critical']",['Cycle Inspection / Re-inspection']
XING XING ROCKAWAY RESTAURANT,Queens,9712,ROCKAWAY BEACH BLVD,11693.0,[Timestamp('2023-01-12 00:00:00')],"[""Evidence of rats or live rats in establishment's food or non-food areas."", 'Written Standard Operating Procedure (SOP) approved by the Department for refillable, reusable containers not available at the time of inspection.  Container construction improper', ""Evidence of mice or live mice in establishment's food or non-food areas."", 'Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.']","['Critical', 'Not Critical']",['Pre-permit (Operational) / Initial Inspection']
YUM CHA CHINESE KITCHEN & BAR,Manhattan,228,THOMPSON STREET,10012.0,[Timestamp('2023-06-01 00:00:00')],"['Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.', 'Thawing procedure improper.', 'Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.', 'Hot TCS food item not held at or above 140 °F.', ""Live roaches in facility's food or non-food area.""]","['Critical', 'Not Critical']",['Cycle Inspection / Initial Inspection']
YUMI DELICACIES,Brooklyn,5902,FORT HAMILTON PARKWAY,11219.0,[Timestamp('2023-08-28 00:00:00')],"[""Evidence of mice or live mice in establishment's food or non-food areas."", 'Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.', 'Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.', 'Thawing procedure improper.', 'Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.']","['Critical', 'Not Critical']",['Cycle Inspection / Re-inspection']
